created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-10-22,noah gak ikut dia habjs ketangkep isolop karena ketauan bikin meme bahlil source gw,Isu Meme,Negatif,Negatif
2025-10-22,gak gaul banget pas ntar ditanya sama napi lain didalem masuk kasus ape lu dijawab biasa bang ngerepost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,haha oke aku cek akun resmi pak bahlil bahlillahadalia ternyata dia lagi bahas energi dan investasi bukan jodoh nct tapi kalau disimulasi jeno yay asal hatimu berenergi gimana setuju,Isu Meme,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang raisa hamish daud najwa shihab memening bahlil jennie jungkook komdigi luhut anies,Isu Meme,Netral,Netral
2025-10-22,duh w mau kirim meme bahlil tapi gue takut di penjara,Isu Meme,Negatif,Negatif
2025-10-22,waeeeee lu gak bikin meme bahlil kannn,Isu Meme,Negatif,Negatif
2025-10-22,semoga bahlil memberimu bingkisan lucu,Isu Meme,Positif,Positif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh bentuk generasi emas memening timothy jule daehoon bahlil jisoo jennie jeonghan jungkook,Isu Meme,Netral,Netral
2025-10-22,menteri esdm bahlil lahadalia kritik banyak tambang di papua tapi pemiliknya di jakarta,Isu Tambang,Netral,Netral
2025-10-22,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil erick thohir purbaya jennie komdigi trump mingyu,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon info freelance job receh prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie seungchan,Isu Meme,Netral,Netral
2025-10-22,day masuk lapas bareng tahanan repost meme bahlil,Isu Meme,Netral,Netral
2025-10-22,bahlil anjing gw ngisi pom bensin jadi sering antri padahal biasa di spbu swasta lancar bensinnya bagus sekarang udah ngantri kualitas bensinnya busuk gw sumpahin bahlil dan seluruh keluarganya bakalan hidup susah melarat kayak kondisi masyarakat saat ini,Isu LPG,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh zonauang raisa hamish daud najwa shihab memening prabowo bahlil jule daehoon jungkook carmen,Isu Meme,Netral,Netral
2025-10-22,padahal meme itu hiburan itung buat ngurangin dosa bahlil,Isu Meme,Negatif,Negatif
2025-10-22,makin dilarang makin beranak read meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,penjarain saja dah kita jujur masuk penjara karena hina bahlil menurut gue salah satu perbuatan mulia apalagi nginget gmn cara dia bikin ribuan orang yang udah kerja dengan tulus hati di phk gak muka gak kelakuan sama sama busuk,Isu Meme,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo bahlil timothy bhayangkari ashanty jule daehoon seungchan heeseung,Isu Meme,Netral,Netral
2025-10-22,keknya ini akun fansnya bahlil,Isu Meme,Negatif,Negatif
2025-10-22,meme bahlil lahadalia jadi kontroversi pakar hukum ingatkan pejabat publik harus terima kritik,Isu Meme,Netral,Netral
2025-10-22,posting meme bahlil,Isu Meme,Netral,Netral
2025-10-22,guyonan soal bahlil di ig kok makin luculucu saja bahlil ini kok jadi lucu seperti onana,Isu Meme,Negatif,Negatif
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang presiden prabowo bahlil timothy jule daehoon heeseung komdigi trump mingyu,Isu Meme,Netral,Netral
2025-10-22,pengen crop meme bahlil tapi ai ku menyarankan untuk ngecrop bule yang dibelakang saja,Isu Meme,Negatif,Negatif
2025-10-22,coba kita tanya benarkah bbm di indonesia mengandung alkohol silakan tanya langsung ke pak bahlil dengan mention akun beliau jika kamu tidak punya jawabanya,Isu Meme,Netral,Netral
2025-10-22,jadi rakyat u kemanakan bahlil pintar dikit knp tidak usah banyak cakap bahasa anda itu menunjukkan tidak punya malu sdh penilaian publik jelekhancur tetap merasa pantas mundurlah jgn buat makin semak kabinet merah putih itu sulit sekali memang sadar amp mengundurkan diri,Isu LPG,Negatif,Negatif
2025-10-22,kenapa ya nama bahlil itu lucu request untuk oc baru kamu,Isu Meme,Netral,Netral
2025-10-22,iya ini watashi butuh someone untuk mendengarkan watashi yapping tentang raja iblis bahlil,Isu Tambang,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon info freelance job receh prabowo gibran jokowi bahlil erick thohir purbaya jisoo changbin jennie,Isu Meme,Netral,Netral
2025-10-22,heboh meme menteri bahlil lahadalia jerry massie kalau kinerja buruk wajar dibuat meme baca selengkapnya hanya di re,Isu Meme,Negatif,Negatif
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang raisa hamish daud najwa shihab memening bahlil jule daehoon jungkook carmen,Isu Meme,Netral,Netral
2025-10-22,pantes negara gini gini saja orang sibuknya ngurusin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,haha ya ada benernya yang berhak menilai atasan langsungnya tapi mendengar kabar bbm oplosan tambang di raja ampat beroperasi lagi geger gas lpg kayaknya cukup lah untuk menyayangkan diangkatnya pak bahlil ini ke kabinet,Isu Tumpang Tindih,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie mingyu,Isu Meme,Netral,Netral
2025-10-22,aku takut dilaporin bahlil masuk penjara,Isu Meme,Negatif,Negatif
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang presiden prabowo bahlil timothy bhayangkari jule daehoon heeseung komdigi yoona,Isu Meme,Netral,Netral
2025-10-22,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil erick thohir purbaya jennie raisa tito karnavian,Isu Meme,Netral,Netral
2025-10-22,ada meme bahlil dari nara dan lucu banget tapi gw takut di polisikan,Isu Meme,Negatif,Negatif
2025-10-22,meme yang dilaporkan itu yang dari txtdrjkt gambar pak bahlil lahadalia ala goblin lucu yang lagi belagu gitu kok malah dilaporin ya padahal cuma shitpost ringan buat hiburan manja banget deh kalau sensi gini semoga gak jadi masalah besar lah,Isu Meme,Negatif,Negatif
2025-10-22,penuh penjara ada yang karena bahlil ini masuk karena ngerokok hahaha uda siap daya tampung bang,Isu Meme,Negatif,Negatif
2025-10-22,dia collector meme bahlil yh,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh bentuk generasi emas memening raisa jule daehoon bahlil jisoo jennie deres jungkook,Isu Meme,Netral,Netral
2025-10-22,serangan ke bahlil makin menggila itu saat ada akun random yang bikin perbandingan kinerja dia dengan kinerja tom saat mengisi jabatan yang sama hasilnya si tom kalah telak wkwkwk,Isu Meme,Negatif,Negatif
2025-10-22,kasus dugaan penghinaan di medsos polisi bahlil harus lapor sendiri sesuai uu ite,Isu Meme,Netral,Netral
2025-10-22,siapa ketemu purbaya saja kebetulan menteri subi itu ara nusron bahlil zulhas pigai raja juli gitu deh,Isu Tambang,Netral,Negatif
2025-10-22,bonus pas install ap shopeepay saldo carany upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo bahlil timothy raisa hamish daud najwa shihab jule heeseung tito karnavian,Isu Meme,Netral,Netral
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang raisa hamish daud najwa shihab memening bahlil jennie jungkook tito karnavian,Isu Meme,Netral,Netral
2025-10-22,sekretaris jenderal partai golkar muhamad sarmuji menegaskan kader partainya tidak pernah diperintahkan untuk melaporkan akun media sosial yang membuat konten terkait ketua umum bahlil lahadalia baca di sini ta,Isu Meme,Netral,Netral
2025-10-22,untung anaknya beneran lucu si emy emy itu kalau modelannya bahlil sampe skrg masih situationship saja gw rasa,Isu Meme,Positif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh prabowo gibran jokowi bahlil erick thohir purbaya jisoo jennie raisa amran sulaiman,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo bahlil timothy raisa jule daehoon amran sulaiman heeseung,Isu Meme,Netral,Netral
2025-10-22,klaim saldo pas install ap shopeepay carany upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil purbaya hamish hamish daud najwa shihab raditya dika,Isu Meme,Netral,Netral
2025-10-22,yang share meme bahlil tuh harusnya dikasih doorprize bukannya dipenjara soalnya hiburan banget anjgg,Isu Meme,Positif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh bentuk generasi emas memening timothy jule raisa bahlil jisoo jennie amran sulaiman jungkook,Isu Meme,Netral,Netral
2025-10-22,wait bahlil kontollll oke kita masuk penjara bareng,Isu Meme,Negatif,Netral
2025-10-22,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang raisa hamish daud najwa shihab presiden prabowo bahlil jule daehoon heeseung,Isu Meme,Netral,Netral
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang raisa hamish daud najwa shihab memening timothy jule bahlil jennie jungkook,Isu Meme,Netral,Netral
2025-10-22,presiden pak prabowo saja dibikin meme santai saja banyak si anies lah ganjar lah santai ini orang satu lu bahlil menteri jelek goblok tolol saja belagu,Isu Meme,Negatif,Negatif
2025-10-22,a hi moots baru tapi u lucu kocak banget bahlil mulu tobat ajg terus jdi lucu ya a seneng kenal km,Isu Meme,Positif,Positif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo bahlil timothy raisa najwa shihab jule daehoon hamish daud heeseung,Isu Meme,Netral,Netral
2025-10-22,bikin poto bahlil jadi meme,Isu Meme,Netral,Netral
2025-10-22,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran jokowi bahlil purbaya jisoo jennie raisa hamish daud najwa shihab,Isu Meme,Netral,Netral
2025-10-22,mungkin itu bahlil lagi menyisir pembuat meme,Isu Meme,Netral,Netral
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang presiden prabowo bahlil timothy bhayangkari jule daehoon heeseung raisa,Isu Meme,Netral,Netral
2025-10-22,lagi ngetawain meme bahlil tbtb orangnya muncul di video pas kuliah umum,Isu Meme,Netral,Netral
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo bahlil timothy bhayangkari jule daehoon menkeu heeseung,Isu Meme,Netral,Netral
2025-10-22,satu tahun kerja esdm rakyat kini punya ruang untuk ikut kelola energi program sumur rakyat tambang rakyat dan listrik desa jadi bukti kebijakan menteri esdm bahlil lahadalia yang inklusif dan transparan,Isu Tambang,Positif,Positif
2025-10-22,parcoknya saja lagi sibuk ngurusin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,demam gara habis bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,bahlil pernah umumkan pencabutan iup nikel di raja ampat kpk sampai saat ini tidak ada dokumennya,Isu Tambang,Netral,Netral
2025-10-22,apa jgn jgn gue ketipu kalo bikin meme bahlil masuk sel,Isu Meme,Negatif,Negatif
2025-10-22,kok org org pada berani banget ya bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh pendidikan berkualitas memening prabowo bahlil jule daehoon menkeu jungkook,Isu Meme,Netral,Netral
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang presiden prabowo bahlil timothy jule daehoon heeseung komdigi raisa najwa shihab,Isu Meme,Netral,Netral
2025-10-22,kondisi admin setelah tau ada yang submit meme bahlil tanpa konteks,Isu Meme,Negatif,Negatif
2025-10-22,kirain karena membuat meme bahlil,Isu Meme,Netral,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh bentuk generasi emas memening timothy jule daehoon bahlil jisoo jennie menkeu jungkook,Isu Meme,Netral,Netral
2025-10-22,pembuat meme bahlil perokok ilegal,Isu Meme,Negatif,Negatif
2025-10-22,cuma pergeseran untuk orang ini tito erick zulkifli raja juli dan bahlil tidak bisa disingkirkan,Isu Tambang,Netral,Netral
2025-10-22,klaim saldo pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang presiden prabowo bahlil timothy jule daehoon heeseung bksda,Isu Meme,Netral,Netral
2025-10-22,jadi selama ini si bahlil bahlil ini nyadar kalo dia diledek buat dijadiin meme tapi anehnya belum nyadar juga kalo dia harus cuci muka,Isu Meme,Negatif,Negatif
2025-10-22,demi bahlil knp gue berak terus apa karna keseringan hina bahlil,Isu Meme,Negatif,Negatif
2025-10-22,dipenjara gara gara posting meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,nilai kesopanan kan tidak universal maknanya ngatain bahlil anjing misalnya sama bule lha dikira lucu pinter setia padahal anjeng bener,Isu Meme,Negatif,Negatif
2025-10-22,membuat meme bahlil sambil menghisap rokok ilegal penjara berapa tahun,Isu Meme,Negatif,Negatif
2025-10-22,kalau foto ini mencemarkan nama baik atau mencemarkan nama baik si bahlil bahlul demen banget lapar lopar lapor,Isu Meme,Negatif,Negatif
2025-10-22,akal akalan buat gerak cepat nangkep penyebar meme bahlil ya,Isu Meme,Negatif,Negatif
2025-10-22,semua penjara indo gak kuat nampung haters bahlil,Isu Meme,Negatif,Negatif
2025-10-22,masih gantengan yuseok daripada bahlil yuseok kan ganteng kayak young ke kalo bahlil kayak kerak peleburan nikel gitu,Isu Tambang,Negatif,Negatif
2025-10-22,masuk penjara gara bikin meme bahlil lebih disegenin sama dihormatin kayanya wkwkwk,Isu Meme,Negatif,Negatif
2025-10-22,bner jir aku repost meme bahlil tapi gapunya rambut,Isu Meme,Negatif,Negatif
2025-10-22,rp saldo dpt pas install apk shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon freelance job receh presiden prabowo bahlil timothy bhayangkari ashanty jule bksda daehoon heeseung,Isu Meme,Netral,Netral
2025-10-22,gue yang selalu rt dan simpen meme bahlil,Isu Meme,Positif,Positif
2025-10-22,bonus pas install apk shopeepay saldo caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo freelance job receh zonauang prabowo gibran rakabuming jokowi bahlil erick thohir purbaya jennie snsd komdigi,Isu Meme,Netral,Netral
2025-10-22,juji coba repost meme bahlil biar disisir,Isu Meme,Netral,Netral
2025-10-22,dukung terus pak bahlil jangan takut sama akun nyinyir,Isu Meme,Negatif,Positif
2025-10-22,ini akun yang ngejek bahlil beneran ke ban kah ko gak ada lewat ya di tl,Isu Meme,Negatif,Negatif
2025-10-22,klaim saldo pas install ap shopeepay caranya upgrade ke spay plus login dg akun shopee amp masukin kode referral ffjwvwp diskon promo info freelance job receh zonauang presiden prabowo bahlil timothy ashanty jule daehoon heeseung snsd komdigi,Isu Meme,Netral,Netral
2025-10-22,perlu substitusi pemain terutama bahlil el pibe de oro yang kurang perform di lini depan esdm atau izin jika coach prabowo berkenan boleh dikunci saja di ruang ganti pemain,Isu Tambang,Netral,Netral
2025-10-22,penjara indo penuh warga yang repost bahlil,Isu Meme,Negatif,Negatif
